id,barcode,name,brand,source,ingredients,countries,allergens_confirmed,allergens_may_contain
0041369002113,0041369002113,"Ramen Noodle Soup, Chicken Flavor",Maruchan,OFF,,de,,
4820179259162,4820179259162,Glads tom yum,Glads,OFF,,jp,,
8995899594254,8995899594254,BonChili Noodles 5 packs Spicy Mee goreng,BonChili,OFF,"Noodle: Wheat Flour, Red Chili Flake, Salt Seasoning: Water, Caster Sugar, Vegetable Oil, Salt, Flavour Enhancer (E621, E631, E627), Fructose Syrup, Fried Shallot, Red Chili, Oyster Sauce, Yeast Extract, Thickener (E1442), Garlic Powder, Curry Flavour, Kaffir Lime Leaves, Acidity Regulator (E330). Chili Powder: Dried Red Chili, Fried Shallot, Salt, Caster Sugar, Flavor Enhancer (E621, E631, E627), Vegetable Oil, Garlic Powder, Onion Powder, Yeast Extract. Allergen Information: This product contains cereal which contains gluten and shellfish products. Produced in a factory where eggs and eggs products, sesame, peanuts, soybeans, milk and milk products, legumes, seafood, celery products are also handled.",Norway,"en:gluten, en:milk, en:peanuts, en:sesame-seeds, en:soybeans, en:eggs, en:wheat, en:fish, en:molluscs, en:celery",
8995899594049,8995899594049,BonChili Instant Noodles Spicy Mee goreng Flavour,"BonChili,Kobe",OFF,"Noodle: Wheat flour, Red Chili Flake, Salt. Seasoning: Water, Caster Sugar, Vegetable Oil, Salt, Flavour Enhancer (E621, E631, E627), Fructose Syrup, Fried shallot, Red Chili, Oyster Sauce, Yeast Extract, Thickener (E1442), Garlic Powder, Curry Flavour, Kaffir Lime Leaves, Acidity Regulator (E330). Chili Powder: Dried Red Chili, Fried Shallot, Salt, Caster Sugar, Flavor Enhancer (E621, E631, E627). Vegetable Oil, Garlic Powder, Onion Powder, Yeast Extract. Allergen Information: This product contains cereal which contains gluten and shellfish products. Produced in a factory where eggs-and Sodium eggs products, sesame, peanuts, soybeans, milk and milk products, legumes, seafood, celery products are also handled.",Norway,"en:milk, en:peanuts, en:sesame-seeds, en:soybeans, en:eggs, en:wheat, en:fish, en:molluscs, en:celery",
8720182839626,8720182839626,Tomato & Mozzarella Pasta,Knorr,OFF,,Portugal,"en:gluten, en:milk","en:celery, en:eggs, en:mustard, en:soybeans"
23078499,23078499,Asia green garden,,OFF,"Deegwaren (80%) (harde tarwegriesmeel), maltodextrine, suiker, zout, kokosnootpoeder, kerrie, wortelen (1,2%), uien (1,1%), gistextract, kippenvet, prei (0,7%), natuurlijk aroma, savooiekool (0,2%), knoflook, voedingszuur (citroenzuur), melkeiwit, karamelsuikerstroop.",Nederland,en:barley,"en:celery, en:eggs, en:mustard, en:soybeans"
6903252060065,6903252060065,康师傅-红烧牛肉面,康师傅,OFF,小麦粉、精炼棕桐油、淀粉、食用盐、复配酸度调节剂(碳酸钠、三聚磷酸钠、谷氨酸钠 、5’-呈味核苷酸二钠）谷朊粉、鸡全蛋粉0.15克、羧甲基纤维素钠、复配着色剂(栀子黄、核黄素）酱包：精炼棕桐油、葱、蒜、牛肉0.6克、食用盐、姜、味精、辣椒、维生素E. 粉包:食用盐、味精、麦芽糊精、香辛料、白砂糖、食品用香精、酵母抽提物、5'-呈味核苷酸二钠、焦糖色 买包:脫水蔬菜3.0 2.5克+0.5克)(脫水高丽菜、脫水胡萝卜、脱水葱)、脫水肉块(熟肉制品)、调味 蛋粒(鸡蛋粉、白砂糖、植物油、食用盐、山梨糖醇液、三聚磷酸钠、焦磷酸钠、六偏磷酸钠、b-胡萝素、维生素E),en:Japan,"en:eggs, en:wheat, en:barley",
8905507001623,8905507001623,,,OFF,"NOODLES (85%): Wheat Flour (Atta), Edible Vegetable Oil (Palm Oil), lodised Salt, Acidity Regulators [INS 451(i) & INS 500(i)], Antioxidant (INS 319) & Thickener (INS 412). SEASONING MIX (15%): Dehydrated Vegetab Green Peas & Carrot), Sugar, Wheat Flour (Atta), lodise 8.15% (Turmeric, Red Chilli, Fenugreek, Coriander, Cumin, Fe Black Pepper, Ginger, Green Cardamom, Clove, Nutmeg, Asafoetica Onion Powder, Corn Starch, Yeast Extract Powder, Hydrolysed Vegetable (Soya), Flavour Enhancers (INS 631 & INS 62, Cumin Seed Bits, Deh Fenugreek Leaves, Garlic Powder, Flavours (Natural & Nature Identical Flakes, Colours [INS 100(ii) & INS 160c(1) Dehydrated Green Coriander Acidity Regulator (INS 330). ALLERGEN INFORMATION; CONTAINS WHEAT & SOY MAY CONTAIN MILK.",India,"en:soybeans, en:wheat",en:milk
8901058004144,8901058004144,MAGGI MASALA NOODLES,Maggi,OFF,"Noodles: Refined wheat flour (Maida), Palm oil, lodized salt, Wheat gluten, Thickeners (508 &412), Acidity regulators (501 &500), Humectant (451)",India,en:wheat,
4056489637707,4056489637707,Ramen Noodles Shrimp,Kania,OFF,"Instant-Nudelgericht mit Nudeln asiatischer Art und Garnelengeschmack. Zutaten: 90% Nudeln asiatischer Art (Weizenmehl, Palmöl, Speisesalz, Geschmacksverstärker: Mononatriumglutamat Säureregulatoren: Natriumcarbonate, Citronensäure Stabilisator: Triphosphate; Antioxidationsmittel: stark tocopherolhaltige Extrakte), Speisesalz, 1,5% Karotten Maltodextrin, Zucker, Geschmacksverstärker: Mononatrium - glutamat, Dinatriumguanylat, Dinatriuminosinat; Lauch, Gewürze, Farbstoffe: Zuckerkulör, Paprikaextrakt; Petersilien - blätter, Rapsöl, Glukosesirup, Palmöl, Shrimp-Aroma (enthält Weizen, Soja, Krebstiere), Säureregulator: Citronensäure Milcheiweiß. Kann Spuren von Sellerie, Fisch, Weichtieren, Senf und Sesamsamen enthalten. Vor Wärme schützen und trocken lagen. Ungeöffnet mindestens haltbar bis Ende: siehe Boden LIDL Energle Fett davon gesättigte Fettsäuren Kohlenhydrate Nährwerte 67ge 0/100 g* /Portion 350 g* %RI 343 kJ/",en:france,"en:soybeans, en:crustaceans, en:barley",
4056489915287,4056489915287,Instant Nudeln Gemüse Geschmack,"Kania, Lidl",OFF,"86% Nudeln asiatischer Art (Weizenmehl, modifizierte, Stärke, Speisesalz, Verdickungsmittel: Guarkernmehl; Weizengluten), Würzmischung (Speisesalz, Geschmacksverstärker: Dinatrium-5'-Ribonukleotide; Zucker, Hefeextrakt, hydrolysiertes Sojaeiweißpulver, Zwiebel - pulver, Knoblauchpulver, Korianderpulver, getrocknete Schalotten, getrocknete Karotten, Maltodextrin), Chilipulver, Sojaöl, Sesamöl, Knoblauchöl.",en:Germany,"en:soybeans, en:wheat, en:barley",
5063029261383,5063029261383,Curry Flavour Instant Noodles,,OFF,"Dried Noodles (92%) [Wheat Flour, Palm Oil, lodised Salt [Sodium Chloride, Potassium lodate], Sugar, Garlic Powder, Stabiliser (Guar Gum)], Curry Flavour Seasoning Sachet (8%) [Maltodextrin, Spices, Sugar, lodised Salt [Sodium Chloride, Potassium lodate], Flavouring, Garlic Powder, Onion Powder, Yeast Extract Powder, Citric Acid, Colour (Plain Caramel)]. Allergy Advice! for allergens, including cereals containing gluten, see ingredients in bold. May also contain soya. Suitable for vegetarians. NO ARTIFICIAL COLOURS, FLAVOURS OR HYDROGENATED FAT. NG INSTRUCTIONS",en:United Kingdom,"en:wheat, en:barley",en:soybeans
8908017962248,8908017962248,Instant Noodles,Wicked Gud,OFF,,en:India,,
8801047416487,8801047416487,Jjajang Rapokki,Dong Won,OFF,"Rice cake: STICK-SHAPED RICE CAKE (RICE, RICE CAKE SALT, ETHANOL, CITRIC ACID, CHICORY EXTRACT, RICE BRAN), RAMEN NOODLE: (WHEAT FLOUR, POTATO STARCH, RAMEN SUNFLOWER OIL, SALT, SOY SAUCE, WHEAT GLUTEN, bil and mo ally. iled eat NOODLE SODIUM BICARBONATE, HERB EXTRACT, GUAR GUM, XANTHAN GUM), Sauce: SUGAR, BLACK BEAN PASTE SAUCE [BLACK BEAN PASTE (SOYBEAN PASTE), DEXTRIN, CORN OIL, CARAMEL COLOR] SOY SAUCE POWDER [SQY SAUCE (SOYBEAN), DEXTRIN, MODIFIED STARCH], DRIED ONION POWDER, WHEAT FLOUR (WHEAT), MONOSO (164 SAUCE DIUM GLUTAMATE, SALT, 60 Valu 4 GARLIC POWDER, MIXED PREPARATION (PALM OIL, ONION OIL, ARTIFICIAL FLA VOR), RED PEPPER POWDER, DISODIUM SUCCINATE, ARTI FICIAL PEPPER FLAVOR, TRISO DIUM CITRATE, SILICON DIO XIDE, BLACK PEPPER POWDER, MALIC ACID, SPRING ONION FLAKES: DRIED SPRING ONION",en:The Netherlands,"en:soybeans, en:wheat",
8908017962224,8908017962224,wicked noodle,Wicked Gud,OFF,"Instant Noodles: Whole Wheat Flour 65.9%, Split Moong Beans Flour (Moong Dal) 8%, Oats Flour 6%, Brown Rice Flour 5.5%, Gluten, Tapioca Starch, Jowar Flour, Salt, Stabilizer (Xanthan Gum) Spices & condiments (Onion, Garlic, Cumin, Coriander, Turmeric, Chilli), Sugar, Iodised salt, Hydrolysed Vegetable Protein (Soya), Corn Starch, Dehydrated Vegetable (Carrot, Peas), Yeast extract powder, Flavour enhancer (INS 627, INS 631), Tomato powder, Tamarind powder, Milk Solids, (Natural & Nature Identical) flavouring substances, Anticaking agent (Silicon Dioxide), Acidity regulator (citric acid), Natural Colour (INS 150d), Thickener (Guar Gum, Xanthan Gum). CONTAINS PERMITTED NATURAL COLOUR (INS 150d) & ADDED FLAVOURS (NATURAL & NATURE IDENTICAL FLAVOURING SUBSTANCES)",India,"en:gluten, en:peanuts, en:soybeans, en:milk, en:wheat",
4056489850878,4056489850878,Instant Noodles - Chicken Flavour,Newgate - Lidl,OFF,"95% Noodles (Wheat Flour, Palm Oil, Iodised Salt [Salt, Potassium Iodate], Sugar, Garlic Powder, Stabiliser: Guar Gum), 5% Seasoning (Maltodextrin, Flavouring, Modified Maize Starch, Sugar, Iodised Salt [Salt, Potassium Iodate], Maltodextrin, Xylose, Glucose, Chicken Flavouring), Yeast Extract, Onion Powder, Garlic Powder, Turmeric, Acidity Regulator: Citric Acid; Dried Parsley, Black Pepper, Turmeric Extract, Colour: Plain Caramel",en:United Kingdom,"en:wheat, en:barley",
8801043048040,8801043048040,Neoguri Spicy Seafood,Nong Shim Co.,OFF,"WHEAT FLOUR, POTATO STARCH, VEGETABLE OILS (CONTAIN ANTIOXIDANT (307B)), SALT, SWEETENER (420), SOY, MINERAL SALTS (339, 500, 501), GREEN TEA EXTRACT, COLOUR (101), MALTODEXTRIN, SALT, SHELLFISH, HYDROLYZED VEGETABLE PROTEIN (SOY, CORN, WHEAT), VEGETABLE OILS (CONTAIN SOY), SUGAR, YEAST EXTRACT, GLUCOSE, FISH, WHEAT, SOY SAUCE, EMULSIFIER (322 (SOY)), SPICE, FLAVOUR ENHANCERS (631, 627, 364), CORN FLOUR, POTATO STARCH. FLAKES: DRIED SEAWEED, FISH, DRIED CABBAGE, STARCHES (CORN, POTATO, TAPIOCA), SWEETENER (420), SUGAR, SALT.",en:Australia,"en:soybeans, en:wheat, en:fish, en:barley",
8901014000500,8901014000500,cup noodles chilli chilli chilli super hot,Nissin,OFF,,en:india,,
7613039253045,7613039253045,Saucy noodles smak sweet chili,"Winiary,Nestlé",OFF,"Smażone kluski 73,3% [mąka pszenna, olej słonecznikowy, sól, substancje spulchniające (węglany potasu, węglany sodu)], mieszanka przyprawowa 26,7% [cukier, skrobia ziemniaczana, warzywa suszone (czosnek, papryka czerwona, pomidor, por), sól, ekstrakt drożdży, barwnik (ekstrakt z papryki), przyprawy, olej słonecznikowy, kwas (kwas cytrynowy)]. Może zawierać: seler, jaja, mleko, gorczycę, nasiona sezamu, soję.",Polska,en:gluten,"en:celery, en:eggs, en:milk, en:mustard, en:sesame-seeds, en:soybeans"
4606101165189,4606101165189,Vegetable soup with noodles,Mladost,OFF,"Noodles 50% (wheat semolina, salt, water), concentrate for soup 50% (salt, dextrose, taste intensifier monosodium-glutamate E621, mixtures of dried vegetables 12%, (onion, leek, carrot, ground pepper, parsnip ), partially hydroganated vegetable fat (palm),spices: parsley leaf, pepper, acid citric acid E330,",en:Australia,en:wheat,
5206674101066,5206674101066,noodle's beef,Oriental express,OFF,,en:Greece,,
4335619104396,4335619104396,Instant noodles chicken flavor,Kania,OFF,"stabilizer flavour enhancers: monosodium glutamate, disodium 5'-ribonucleotides, (onion powder, garlic powder, 1.8% ground chili, black pepper, cardamom, ginger, roasted onion powder, turmeric, parsley, star anise), garlic granules, carrot granules, leek, onion, red pepper granules, soy sauce powder (non-iodized salt, soy, wheat, maltodextrin), acid: apple acid; yeast extract, chicken fat tissue, flavors, barley malt extract), 2.3% flavored oil (sunflower oil, flavors, coloring: paprika extract).","Bulgaria,Finland","en:gluten, en:soybeans, en:wheat, en:barley",
7340191157927,7340191157927,Asia Chicken Flavour Noodles 5-pack Mild,"Coop,Lian Yi Group",OFF,"Hvetemel (hvete: Kina), sertifisert palmeolje, salt, tapiokastivelse, smaksforsterkere (E 621, E 635), krydder, sukker, chili, hydrolysert soyaprotein, gjærekstrakt, aroma, sesamolje, maltodextrin, fortykningsmidler (E 412, E 415), stabilisatorer (E 450, E 451, E 452), løkolje, Kan inneholde spor av skalldyr, egg og selleri,",Norway,"en:celery, en:eggs, en:gluten, en:sesame-seeds, en:soybeans, en:barley",
8906088860715,8906088860715,Current 현재 국수 Noodles (5 Pack),,OFF,,en:nepal,,
3038359003370,3038359003370,Lustucru banzaï noodle saveur curry,Lustucru,OFF,"Noodles 88% (farine de BLE, huile de palme RSPO, amidon transformé, sel, poudre à lever : E 500-E 501), sel, exhausteurs de goût : E 621-E 635, maltodextrine, épices (curry 0.6% (curcuma, cumin, cannelle, sel, fenugrec, clous de girofle, gingembre, piment, cardamome, coriandre, noix de muscade, poivre), curcuma, ail, coriandre, piment, poivre), légumes (carottes, poireau), sucre, lactose (LAIT), arômes (BLE, LAIT), gras de poulet, extrait de levure, ciboulette, sauce SOJA (eau, graines de SOJA, BLE, maltodextrine, sel), colorants : E 160c et sucre caramélisé, antioxydant : extrait de romarin.",France,"en:gluten, en:milk, en:soybeans, en:tree-nuts, en:barley",
8712429176403,8712429176403,Nouilles japonaise saveur boeuf SUKIYAKI,Nissin,OFF,"Nouilles déshydratées (82.8%) : farine de blé, huile végétale, sel, exhausteur de goût (E621), agents de traitement de la farine (E500, E451), antioxygène (E306) [contient du soja et du lactose], acidifiant (E330). Soupe déshydratée (10.5%) : (sucre, exhausteurs de goût (E621, E635), sel, arôme de sauce de soja, graines de sésame, épices (contient du céleri), arôme de bœuf 5.43%, colorant (E150c), poudre de cacao). Protéines de blé texturées (4.5%) : légumes déshydratés (2.2%) : Carottes, oignons verts.",France,"en:celery, en:milk, en:sesame-seeds, en:soybeans, en:eggs, en:wheat","en:crustaceans, en:fish, en:gluten, en:mustard"
4002359671135,4002359671135,Nouilles en pot saveur poulet curry Suzi Wan 62 g,SUZI WAN,OFF,"Nouilles (88 %) (farine de blé, huile de palme, fécule de pomme de terre, sel, poudres à lever : carbonate de potassium et sodium), arôme naturel, légumes déshydratés (2.8 %) (carottes, poivron rouge) , curry en poudre (1.3 %), poudre d'oignon (grillé), ail grillé (ail, huile de tournesol), extrait de levure, sel, sauce soja en poudre (graines de soja, blé, sel), épices, herbes (ciboulette).",France,"en:gluten, en:soybeans, en:wheat",
5410056185814,5410056185814,Aïki Noodles Cup Chicken,Royco,OFF,"Du produit sec : nouilles 86% (farine de blé, huile de palme, sel, exhausteur de goût E621, poudres à lever: E500 et E451, antioxydant: E306, correcteur d'acidité: acide citrique), condiment en poudre (amidon de pomme de terre, maltodextrine, sel, exhausteurs de goût: E621, E627 et E631, persil, carotte, protéine de blé texturée (gluten de blé, extrait de malt d'orge), maïs, arôme de poulet (contient du lait), huile de colza, épices (contient du céleri), antiagglomérant: E551, arôme),","Belgique,France","en:milk, en:wheat, en:celery, en:barley","en:crustaceans, en:fish, en:molluscs, en:mustard, en:sesame-seeds, en:soybeans"
3038359005800,3038359005800,Lustucru banzaï noodle nouilles sautées en sauce poulet teriyaki 90g,Lustucru,OFF,"Nouilles 80,3% (farine de BLE, huile de palme, amidon transformé de pomme de terre, sel, poudre à lever : E500 - E501). Préparation cuisinée et aromatisée Poulet Teriyaki 16% (Sauce SOJA (eau, graines de SOJA, BLE, sel, vinaigre d'alcool, alcool éthylique, sucre), huile de tournesol, sucre, colorant: caramel, exhausteurs de gout : E 621 - E 635, arôme poulet (LAIT), vinaigre, sauce SOJA en poudre (graines de SOJA, BLE, sel) ail, gingembre, extrait de levure). Garniture 3.7% (carottes, choux, poireaux)",France,"en:gluten, en:milk, en:soybeans","en:celery, en:crustaceans, en:eggs, en:fish, en:molluscs, en:mustard, en:sesame-seeds, en:sulphur-dioxide-and-sulphites"
3011360085788,3011360085788,Knorr Soupe Déshydratée Chinoise Nouilles et Champignons Noirs Sachet 69g 2 Portions,Knorr,OFF,"Pâte chinoise : 50% (semoule de BLÉ tendre, sel, blanc d'ŒUF), amidon de pomme de terre,préparation à base de viande de poule (viande de poule : 5,4%, huile de palme, sel, antioxydants : E 307 et E 304), arômes, carotte¹ : 4,2%, champignon noir : 3,1%, chou¹, sel, poireau¹, oignon¹ : 2,2%, préparation à base de jus de citron (sucre, jus de citron¹, sel), graisse de palme, épices (gingembre, cardamome, coriandre, curcuma¹, carvi, piment de Cayenne, cannelle), ail¹, sucre, chlorure de potassium, sauce soja (maltodextrine, sel, sauce soja (graines de SOJA, BLÉ)), sirop de glucose, jus d'ananas, dextrose, fructose, extrait de levure. Peut contenir : céleri, lait, moutarde. ¹Ingrédients issus de l'agriculture durable : 17%.","Belgique,France","en:eggs, en:gluten, en:soybeans, en:celery, en:milk, en:mustard, en:wheat, en:barley",
3038359004223,3038359004223,Lustucru banzaï noodle saveur crevette 60g,Lustucru,OFF,"Nouilles 89% (farine de BLÉ, huile de palme RSPO, amidon transformé, sel, poudres à lever : E500-E501). Préparation cuisinée et aromatisée Crevette 11% ( sel, exhausteurs de goût : E621-E635, extrait de levure, maltodextrine, préparation de légumes en poudre (oignons, carottes, CÉLERI, huile de tournesol, poudre d'oignons, sucre, amidon de maïs, sel, ail, poivre noir), poudre de crevette (CRUSTACÉS) 4,6%, sauce SOJA (graines de SOJA, BLÉ, maldodextrine, sel), sucre, arômes (CRUSTACÉS, POISSON, LAIT, MOLLUSQUES), ciboulette, poivre noir, poivre blanc, huile de tournesol, sucre caramélisé, colorant : extrait de paprika).",France,"en:crustaceans, en:fish, en:milk, en:molluscs, en:soybeans, en:wheat, en:celery, en:barley",
3229820790855,3229820790855,Nouilles japonaises UDON - Saveur Poulet Teriyaki,Tanoshi,OFF,"Nouilles Udon (65 g) : Farine de blé 49 %, huile de palme hydrogénée (antioxydants : butylhydroxy-anisol, butylhydroxy-toluène), épaississant : amidon hydroxypropylé ; amidon de tapioca, émulsifiants: carboxyméthyl-cellulose sodique ; régulateurs d'acidité : triphosphate; carbonates de potassium, carbonates de sodium. Assaisonnement saveur poulet teriyaki (11 g) : Sucre, sel, sauce soja en poudre 2,4 % (blé, graines de soja, sel, maltodextrine, antiagglomérant : dioxyde de silicium), légumes déshydratés (carottes, poireaux), arôme poulet (orge, lait antioxydant : butylhydroxy-anisol), amidon de tapioca, épices (ail, poivre, piment), exhausteurs de goût : glycine et son sel de sodium, inosinate disodique, guanylate disodique ; extrait de levure, antiagglomérant : dioxyde de silicium ; arôme sauce soja, colorant : curcumine.",France,"en:gluten, en:milk, en:soybeans, en:wheat, en:barley",en:fish
5997523317119,5997523317119,Nouilles Japonaises - Champignons 'Kinoko',Nissin,OFF,"Nouilles 80,6% [farine de BLÉ, huile de palme, sel, exhausteur de goût E621, agents de traitement de la farine (E500, E451), antioxydant E306, correcteur d'acidité : acide citrique], maltodextrine, sirop de glucose, extrait de champignons 2,3%, sel, exhausteur de goût E621, huile de palme, poudre d'oignons, champignon 0,9%, arômes (BLÉ, SOJA), cubes de poulet, poivron rouge, huile de colza, ciboulette, extrait de levure, poudre de graisse (huile de beurre, sirop de glucose, protéines de LAIT), épaississant E415, protéines de LAIT, antiagglomérant E551, épices.",France,"en:gluten, en:milk, en:soybeans, en:wheat, en:barley","en:celery, en:crustaceans, en:fish, en:molluscs"
5997523324353,5997523324353,SOBA Sachet Thai,Nissin,OFF,"Nouilles 82.8% [farine de _blé_, huile de palme, sel, agents de traitement de farine (E500, E451), stabilisant E501, épaississant E412, antioxydant E306]. Sauce d'assaisonnement 16.5% [sucre, eau, huile de colza, protéines végétales hydrolysées, sel, poudre curry, poudre de tomate, arômes (exhausteurs de goût (E627, E631), _blé_, _soja_), exhausteurs de goût (E621, E635), épices, vinaigre, colorants : caramel ordinaire et curcumine, correcteur d'acidité (acide citrique, huile d'ail)], oignon vert.","France, Allemagne, en:ch","en:gluten, en:soybeans, en:wheat","en:celery, en:crustaceans, en:fish, en:milk, en:molluscs, en:mustard, en:sesame-seeds"
5997523317157,5997523317157,Nouilles japonaises curry 'maroyaka',Nissin,OFF,"Nouilles (77.5%) (farine de _blé , huile de palme , exhausteur de gout , agents de traitement de farine , antioxydants , correcteur d'acidité , acide citrique ) , maltodextrine , arômes (exhausteur de goût ; _blé, _soja ,_céléri) , sirop de glucose , sel, dextrose, petits pois, exhausteur de goût , épices , poudre de curry 1% , huile de palme , cubes de poulet , carotte , maïs , poudre de tomates , poivron rouge , huile de colza , poudre d'oignons , epaississant , protéines végétales hydrolysées , persil , antiagglomérant , protéines de _lait.",France,"en:soybeans, en:milk, en:wheat, en:barley","en:crustaceans, en:fish, en:molluscs, en:mustard, en:sesame-seeds"
3038359005817,3038359005817,Lustucru banzaï noodle nouilles sautées en sauce boeuf soja 90g,Lustucru,OFF,"Nouilles 80.3% (farine de BLE, huile de palme, amidon transformé de pomme de terre, sel, poudre à lever : E 500, E 501). Préparation cuisinée et aromatisée au bœuf 16.0% ( Sauce SOJA (eau, graines de SOJA, BLÉ, sel, vinaigre d'alcool, alcool éthylique, sucre), huile de tournesol, sucre, colorant : caramel, chlorure de potassium, arôme bœuf, vinaigre, extrait de levure, ail, gingembre, acidifiant : acide citrique, oignons, clous de girofles, piment, cannelle, exhausteur de goût : E635). Garniture 3.7 % (carotte, choux, poireaux)",France,"en:gluten, en:soybeans, en:eggs, en:wheat","en:celery, en:crustaceans, en:fish, en:milk, en:molluscs, en:mustard, en:sesame-seeds, en:sulphur-dioxide-and-sulphites"
5997523313197,5997523313197,Soba Thai,Nissin,OFF,"Nudeln 74,7%, Weizenmehl, Palmöl, Kochsalz, Geschmacksverstärker E621, Mehlbehandlungsmittel E500, E451, Antioxidationsmittel E306, Säureregulator Citronensäure, Würzsauce 20,7%, Zucker, Wasser, Rapsöl, hydrolysiertes Maisprotein, Kochsalz, Aromen, Weizen, Soja, Geschmacksverstärker E627, E631, Currypulver 3,5% in der Würzsauce, Tomatenpulver Geschmacksverstärker E621, E635, Gewürze Branntweinessig, Farbstoff Zuckerkulör, Säureregulator Citronensäure, Kohl, Frühlingszwiebeln, rote Paprika, grüne Schnittbohnen.","Frankreich,Deutschland","en:gluten, en:soybeans","en:celery, en:crustaceans, en:fish, en:milk, en:molluscs, en:mustard, en:sesame-seeds"
7613035261563,7613035261563,MAGGI soupe repas façon curry,Maggi,OFF,"Nouilles rissolées déshydratées 76.7% : farine de BLE, huile de palme, sel, exhausteur de goût (glutamate monosodique), ail, correcteur d'acidité (carbonates de potassium), stabilisant (polyphosphates), curcuma ; assaisonnement déshydraté 12.5% : sucre, sel, curry (dont curcuma, gingembre, piment, cannelle, aneth), sirop de glucose, huiles végétales partiellement hydrogénées (noix de coco, palme, palmiste), stabilisants (citrates de sodium, phosphates de potassium), protéines de LAIT, émulsifiant (E471), colorant (caroténoïdes), exhausteurs de goût (glutamate monosodique, guanylate et inosinate disodiques), arômes (BLE, CELERI), huile de palme, sauce SOJA (BLE), farine de pois, amidon modifié, chou blanc, ail, protéines de SOJA hydrolysées, colorant (E150c), acidifiant (acide citrique) ; légumes déshydratés 8.2% : chou blanc, carotte, ciboulette ; sauce aromatique 2.6% : huile de tournesol aromatisée, antioxydant (E306), colorant (caroténoïdes)",France,"en:celery, en:gluten, en:milk, en:soybeans, en:tree-nuts","en:eggs, en:mustard, en:sesame-seeds"
3229820790848,3229820790848,Nouille japonaise Udon,Tanoshi,OFF,,France,,
8801128542715,8801128542715,Original Korean Ramen Cup Boeuf,Mr. Min,OFF,"Nouilles : farine de blé, huile de palme, amidon modifié, fécule de pomme de terre, sel, extrait de sauce de légumes, gomme guar, polyphosphate de sodium (E452), vitamine B2 (Riboflavine). Bouillon déshydraté : sel grillé, glutamate L monosodique (E621), sel fin, sucre, sauce de soja, poudre de lactosérum, poivre rouge, poudre de levure, poudre de poivre noir, poudre d'ail, poudre de poivron, inosinate disodique (E631). Légumes déshydratés : protéines végétales texturées, ciboulette, flocons de carotte.",France,"en:gluten, en:soybeans, fr:protéines végétales texturées, en:wheat",
20369934,20369934,Instant Nudeln,Vitasia,OFF,"Nudeln 85% (Weizenmehl, Pflanzenöl (Palmöl, Antioxidationsmittel (stark tocopherolhaltige Extrakte), Wasser, Speisesalz, Zucker, Geschmacksverstärker (Mononatriumglutamat), Farbstoff (Zuckerkulör), Würzmischung (Speisesalz, Aroma, Zucker, Geschmacksverstärker (Mononatriumglutamat), Farbstoff (Zuckerkulör), Pflanzenöl (Sonnenblumenöl, Antioxidationsmittel (Stark tocopherolhaltige Extrakte), Säurungsmittel (Citronensäure), Geschmacksverstärker (Dinatriumguanylat), Dinatriuminosinat), Trennmittel (Siliciumdioxid), Knoblauchpulver, Farbstoff (Capsanthin), Würzöl (Pflanzenöl (Sonnenblubenöl, Antioxidationsmittel (stark tocopherolhaltige Extrakte), Knoblauch, Farbstoff (Capsanthin), Kräuter (getrockneter Knoblauch, getrockneter Schnittlauch, Scharfes Chillipulver","France,Germany",en:gluten,"en:crustaceans, en:soybeans"
3229820796482,3229820796482,Nouilles de riz thai coriandre et epices,tien shan,OFF,"Nouilles (40g) : farine de riz 88%, eau. Assaisonnement à la coriandre (14g) : maltodextrine, sel, sucre, épices: ail frit (ail, huile de palme, huile de coco), poivre, oignons, feuilles de coriandre 0,5% ; sauce soja (fèves de soja dégraissées, protéines de maïs, blé, eau, sel), amidon hydroxypropylé, extrait de levure, amidon de maïs, arôme naturel de coriandre, arôme, exhausteur de goût : 5'-ribonucléotide disodique.",France,"en:gluten, en:soybeans, en:sulphur-dioxide-and-sulphites, en:wheat, en:barley",en:milk
20369941,20369941,Istant noodles vegetable,vitasia,OFF,"85% Nudeln: _Weizenmehl_, Pflanzenöl (Palmöl, Antioxidationsmittel: stark tocopherolhaltige Extrakte), Wasser, Speizesalz, Zucker, Geschmacksverstärker: Mononatriumglutamat; Farbstoff: Zuckerkulör. Würzmischung: Speisesalz, Aroma, Zucker, Geschmacksverstärker: Mononatriumglutamat; Farbstoff: Zuckerkulör; Pflanzenöl (Sonnenblumenöl, Antioxidationsmittel: stark tocopherolhaltige Extrakte), Säuerungsmitte: Citronensäure; Geschmacksverstärker: Dinatriumguanylat, Dinatriuminosinat; Trennmittel: Siliciumdioxid; Knoblauchpulver, Farbstoff: Capsanthin. Kräuter: getrockneter Knoblauch, getrockneter Schnittlauch, scharfes Chillipulver.",Germany,en:gluten,"en:crustaceans, en:soybeans"
